record_id,station_name,latitude,longitude,region,measurement_date,depth_m,temperature_c,salinity_psu,ph_level,dissolved_oxygen_ml_l,nitrate_mg_l,phosphate_mg_l,chlorophyll_a_mg_m3,turbidity_ntu,data_source,quality_flag
OCE00148,Arabian Sea Station 2,18.565913166285675,72.42673913087988,Arabian Sea,2025-03-27,200,18.12,35.42,8.05,2.17,3.123,0.861,0.225,14.06,CTD Cast,Good
OCE00149,Arabian Sea Station 2,18.54016168360035,72.55306325990507,Arabian Sea,2025-04-29,0,30.51,35.41,8.07,6.91,1.883,0.174,0.565,13.98,CTD Cast,Good
OCE00150,Arabian Sea Station 2,18.59658937591094,72.52855548269599,Arabian Sea,2025-04-29,50,24.82,35.25,8.07,4.66,1.336,0.277,0.748,10.91,CTD Cast,Good
OCE00151,Arabian Sea Station 2,18.443754341682176,72.46524410139618,Arabian Sea,2025-04-29,100,24.88,34.67,8.07,4.09,2.752,0.331,0.476,11.46,CTD Cast,Good
OCE00152,Arabian Sea Station 2,18.494861732973686,72.43360401043853,Arabian Sea,2025-04-29,200,17.76,35.11,7.88,3.48,2.534,0.476,0.185,5.64,CTD Cast,Good
OCE00153,Arabian Sea Station 2,18.483866936083857,72.54021951747285,Arabian Sea,2025-05-29,0,28.4,34.09,8.03,8.21,0.388,0.319,1.031,6.46,CTD Cast,Good
OCE00154,Arabian Sea Station 2,18.484147312513723,72.50038908102637,Arabian Sea,2025-05-29,50,26.02,34.06,8.05,6.15,0.673,0.316,1.962,13.69,CTD Cast,Fair
OCE00155,Arabian Sea Station 2,18.59334122800369,72.53943325085807,Arabian Sea,2025-05-29,100,23.59,34.97,8.07,5.16,1.968,0.464,0.224,1.71,CTD Cast,Fair
OCE00156,Arabian Sea Station 2,18.565292921898436,72.5115377382371,Arabian Sea,2025-05-29,200,21.04,34.92,7.73,3.1,2.893,0.845,0.142,1.29,CTD Cast,Fair
OCE00157,Arabian Sea Station 2,18.425814249386175,72.45957187967804,Arabian Sea,2025-06-29,0,31.83,34.77,7.92,7.17,1.73,0.187,0.37,11.81,CTD Cast,Good
OCE00158,Arabian Sea Station 2,18.49704609115307,72.43583278365803,Arabian Sea,2025-06-29,50,25.89,34.39,7.84,5.33,2.386,0.304,1.979,13.42,CTD Cast,Good
OCE00159,Arabian Sea Station 2,18.436860279390018,72.40787237596395,Arabian Sea,2025-06-29,100,22.3,35.16,8.14,3.13,1.284,0.574,0.177,0.82,CTD Cast,Good
OCE00160,Arabian Sea Station 2,18.402102644908332,72.5523779788755,Arabian Sea,2025-06-29,200,20.42,34.4,7.89,3.21,2.914,0.462,0.403,13.45,CTD Cast,Fair
OCE00161,Arabian Sea Station 2,18.52301395080294,72.58538151242918,Arabian Sea,2025-08-03,0,28.6,34.8,7.99,6.97,1.786,0.452,0.57,14.45,CTD Cast,Good
OCE00162,Arabian Sea Station 2,18.45580165806956,72.48099371747524,Arabian Sea,2025-08-03,50,26.04,34.73,7.89,6.9,0.871,0.411,0.709,14.98,CTD Cast,Good
OCE00163,Arabian Sea Station 2,18.463291426174884,72.41739340405118,Arabian Sea,2025-08-03,100,20.27,34.97,7.78,3.39,1.935,0.48,0.166,4.9,CTD Cast,Good
OCE00164,Arabian Sea Station 2,18.589673910557785,72.41826514686672,Arabian Sea,2025-08-03,200,21.77,35.62,7.83,3.14,3.828,0.453,0.415,2.84,CTD Cast,Good
OCE00165,Arabian Sea Station 2,18.59908430258509,72.45750223987675,Arabian Sea,2025-08-29,0,31.76,34.81,7.81,6.64,0.955,0.362,1.126,8.3,CTD Cast,Good
OCE00166,Arabian Sea Station 2,18.44545221071193,72.50875741407835,Arabian Sea,2025-08-29,50,26.13,34.66,7.84,6.94,2.221,0.374,1.286,10.58,CTD Cast,Good
OCE00167,Arabian Sea Station 2,18.469391790075516,72.48636141902155,Arabian Sea,2025-08-29,100,22.58,35.59,7.99,3.93,2.567,0.327,0.223,11.84,CTD Cast,Fair
OCE00168,Arabian Sea Station 2,18.500900584810967,72.45216984919242,Arabian Sea,2025-08-29,200,18.39,35.39,7.93,2.68,3.639,0.557,0.151,0.63,CTD Cast,Good
OCE00169,Bay of Bengal Station 1,18.013841292625887,88.07359592534618,Bay of Bengal,2024-01-06,0,29.89,34.77,7.98,8.42,1.185,0.439,0.295,8.96,CTD Cast,Fair
OCE00170,Bay of Bengal Station 1,18.09334684550702,88.0916276239609,Bay of Bengal,2024-01-06,50,26.87,34.61,7.81,5.64,1.35,0.54,0.639,4.09,CTD Cast,Good
OCE00171,Bay of Bengal Station 1,17.954694903074994,88.04729463492382,Bay of Bengal,2024-01-06,100,21.74,35.44,8.14,4.11,1.71,0.487,0.359,1.25,CTD Cast,Good
OCE00172,Bay of Bengal Station 1,17.96189390981772,88.09498085456205,Bay of Bengal,2024-01-06,200,15.35,34.78,7.84,2.63,3.033,0.594,0.137,6.46,CTD Cast,Good
OCE00173,Bay of Bengal Station 1,17.91771566792733,88.03537445516551,Bay of Bengal,2024-02-03,0,28.67,34.86,8.19,6.6,1.394,0.372,0.95,1.43,CTD Cast,Fair
OCE00174,Bay of Bengal Station 1,17.943517587986328,87.92675562899879,Bay of Bengal,2024-02-03,50,26.38,35.16,7.86,6.6,0.658,0.53,1.029,14.32,CTD Cast,Good
OCE00175,Bay of Bengal Station 1,17.947750354217206,87.94270857089806,Bay of Bengal,2024-02-03,100,20.36,34.4,7.89,4.55,2.135,0.307,0.18,6.46,CTD Cast,Good
OCE00176,Bay of Bengal Station 1,17.948331784163837,87.91360746281833,Bay of Bengal,2024-02-03,200,19.93,34.53,7.85,2.78,3.955,0.88,0.41,5.1,CTD Cast,Fair
OCE00177,Bay of Bengal Station 1,17.962566839504845,87.91218110864703,Bay of Bengal,2024-03-04,0,27.6,34.76,8.11,8.15,1.705,0.212,1.062,10.67,CTD Cast,Good
OCE00178,Bay of Bengal Station 1,17.958783352100987,87.98926527199731,Bay of Bengal,2024-03-04,50,24.04,34.66,7.91,6.23,2.056,0.287,1.661,11.04,CTD Cast,Good
OCE00179,Bay of Bengal Station 1,18.050359632717388,88.01365372325375,Bay of Bengal,2024-03-04,100,23.46,35.58,7.84,4.66,2.258,0.662,0.12,4.48,CTD Cast,Good
OCE00180,Bay of Bengal Station 1,17.910233101289094,87.94657171137521,Bay of Bengal,2024-03-04,200,18.32,34.7,7.93,3.78,3.182,0.734,0.283,7.63,CTD Cast,Good
OCE00181,Bay of Bengal Station 1,18.085549146615083,88.07354041958385,Bay of Bengal,2024-03-27,0,27.86,34.27,8.0,6.81,0.59,0.259,0.287,10.76,CTD Cast,Good
OCE00182,Bay of Bengal Station 1,18.015470680243933,88.02928147504562,Bay of Bengal,2024-03-27,50,24.42,35.21,8.1,6.42,0.817,0.44,1.702,7.15,CTD Cast,Fair
OCE00183,Bay of Bengal Station 1,17.926683267104643,88.03832868039467,Bay of Bengal,2024-03-27,100,22.64,34.15,8.01,3.2,1.927,0.382,0.295,12.03,CTD Cast,Good
OCE00184,Bay of Bengal Station 1,18.029911201351393,88.07359991837902,Bay of Bengal,2024-03-27,200,16.14,34.36,7.76,3.75,3.104,0.66,0.098,12.51,CTD Cast,Good
OCE00185,Bay of Bengal Station 1,17.97701161114379,88.08859655681422,Bay of Bengal,2024-04-30,0,29.76,34.11,7.84,6.12,0.589,0.111,0.464,9.35,CTD Cast,Good
OCE00186,Bay of Bengal Station 1,18.099534452652932,87.95271029589935,Bay of Bengal,2024-04-30,50,27.34,35.12,7.82,6.34,1.123,0.438,0.814,4.55,CTD Cast,Good
OCE00187,Bay of Bengal Station 1,17.913055351513293,88.06436786455058,Bay of Bengal,2024-04-30,100,24.65,34.14,8.03,4.81,2.689,0.688,0.489,9.87,CTD Cast,Fair
OCE00188,Bay of Bengal Station 1,17.97245869800004,88.06527806232012,Bay of Bengal,2024-04-30,200,19.53,34.39,7.96,3.96,3.832,0.648,0.068,10.67,CTD Cast,Good
OCE00189,Bay of Bengal Station 1,18.005063652890144,87.91321106156443,Bay of Bengal,2024-06-05,0,28.76,34.08,7.97,7.17,1.864,0.338,0.536,14.6,CTD Cast,Good
OCE00190,Bay of Bengal Station 1,17.963133696232813,87.92505024621924,Bay of Bengal,2024-06-05,50,25.44,34.77,7.92,6.21,1.858,0.472,0.683,10.0,CTD Cast,Good
OCE00191,Bay of Bengal Station 1,18.03415300508861,88.06425188407457,Bay of Bengal,2024-06-05,100,20.2,35.0,8.1,5.23,1.953,0.457,0.085,4.05,CTD Cast,Good
OCE00192,Bay of Bengal Station 1,18.082224100278392,88.06410150084642,Bay of Bengal,2024-06-05,200,17.95,35.46,8.05,2.49,3.146,0.537,0.096,11.52,CTD Cast,Good
OCE00193,Bay of Bengal Station 1,18.01648701537766,87.93731801937463,Bay of Bengal,2024-07-06,0,26.29,35.27,7.98,6.86,1.138,0.091,1.159,3.23,CTD Cast,Good
OCE00194,Bay of Bengal Station 1,18.06389913707721,87.96534777811372,Bay of Bengal,2024-07-06,50,24.74,34.14,8.01,6.6,0.633,0.172,1.231,5.57,CTD Cast,Good
OCE00195,Bay of Bengal Station 1,18.03504616751241,87.94117639763566,Bay of Bengal,2024-07-06,100,22.98,34.51,7.76,4.84,2.289,0.511,0.384,5.61,CTD Cast,Fair
OCE00196,Bay of Bengal Station 1,17.921130069089788,88.06257019430736,Bay of Bengal,2024-07-06,200,15.88,34.39,7.97,3.72,3.929,0.733,0.133,8.89,CTD Cast,Good
OCE00197,Bay of Bengal Station 1,17.957227008491664,88.02808945479865,Bay of Bengal,2024-07-30,0,29.71,35.17,8.08,8.09,0.207,0.386,1.291,5.06,CTD Cast,Fair
OCE00198,Bay of Bengal Station 1,17.99887416220915,88.08296698999938,Bay of Bengal,2024-07-30,50,27.83,34.1,8.01,4.92,1.953,0.229,0.624,3.57,CTD Cast,Good
OCE00199,Bay of Bengal Station 1,17.931352085730328,88.03668588303145,Bay of Bengal,2024-07-30,100,20.72,35.24,7.95,5.28,1.379,0.541,0.155,9.11,CTD Cast,Good
OCE00200,Bay of Bengal Station 1,17.970909641765722,88.01291881625806,Bay of Bengal,2024-07-30,200,20.28,34.66,7.88,2.81,3.97,0.582,0.183,4.16,CTD Cast,Good
OCE00201,Bay of Bengal Station 1,18.09366539201985,87.99057667208311,Bay of Bengal,2024-08-29,0,31.49,34.4,8.16,6.26,1.347,0.458,0.336,14.21,CTD Cast,Good
OCE00202,Bay of Bengal Station 1,17.984588708748312,88.05911567525152,Bay of Bengal,2024-08-29,50,26.71,34.5,7.85,5.26,0.777,0.215,0.388,2.55,CTD Cast,Fair
OCE00203,Bay of Bengal Station 1,17.97081291247102,88.03116415346548,Bay of Bengal,2024-08-29,100,20.65,35.07,7.83,3.24,1.417,0.666,0.42,8.29,CTD Cast,Good
OCE00204,Bay of Bengal Station 1,18.013899451703715,88.06647820834038,Bay of Bengal,2024-08-29,200,19.74,35.22,7.95,2.53,2.174,0.655,0.451,14.88,CTD Cast,Good
OCE00205,Bay of Bengal Station 1,18.05971116762612,87.9214058268422,Bay of Bengal,2024-10-05,0,26.98,35.04,8.07,8.45,1.973,0.359,0.441,11.82,CTD Cast,Good
OCE00206,Bay of Bengal Station 1,18.0872353128333,88.08815017184689,Bay of Bengal,2024-10-05,50,27.64,34.62,8.03,5.58,1.432,0.29,1.572,3.03,CTD Cast,Good
OCE00207,Bay of Bengal Station 1,18.044210932179574,87.95143047022182,Bay of Bengal,2024-10-05,100,24.37,35.21,7.85,3.17,1.609,0.66,0.335,10.93,CTD Cast,Fair
OCE00208,Bay of Bengal Station 1,17.981039428515064,88.01920871909553,Bay of Bengal,2024-10-05,200,15.2,34.76,7.95,2.29,3.664,0.556,0.344,2.06,CTD Cast,Fair
OCE00209,Bay of Bengal Station 1,18.032571957526933,88.09308972692013,Bay of Bengal,2024-10-29,0,26.1,35.36,7.91,8.05,1.999,0.145,0.471,13.78,CTD Cast,Fair
OCE00210,Bay of Bengal Station 1,17.920030999501353,87.95434351977964,Bay of Bengal,2024-10-29,50,26.01,35.24,7.83,6.94,2.432,0.224,0.739,12.33,CTD Cast,Good
OCE00211,Bay of Bengal Station 1,18.09723535945674,88.06416980185263,Bay of Bengal,2024-10-29,100,21.89,34.23,7.89,5.45,2.296,0.437,0.125,4.58,CTD Cast,Good
OCE00212,Bay of Bengal Station 1,17.989177323971962,88.04171670915356,Bay of Bengal,2024-10-29,200,15.49,34.28,7.75,3.16,3.865,0.674,0.429,11.11,CTD Cast,Fair
OCE00213,Bay of Bengal Station 1,17.99490671252449,88.06321135142286,Bay of Bengal,2024-11-30,0,27.04,34.54,8.05,6.18,0.787,0.291,1.495,6.76,CTD Cast,Good
OCE00214,Bay of Bengal Station 1,17.928862408737498,87.91871188138246,Bay of Bengal,2024-11-30,50,27.19,34.94,8.13,5.53,1.748,0.434,0.951,0.74,CTD Cast,Good
OCE00215,Bay of Bengal Station 1,18.091949144292393,88.07031628000345,Bay of Bengal,2024-11-30,100,24.37,34.45,7.83,4.84,1.708,0.478,0.123,13.02,CTD Cast,Good
OCE00216,Bay of Bengal Station 1,18.003603069781704,87.90149262808345,Bay of Bengal,2024-11-30,200,17.85,35.34,7.76,2.02,2.138,0.714,0.255,6.63,CTD Cast,Good
OCE00217,Bay of Bengal Station 1,17.947344095170767,88.0256060929139,Bay of Bengal,2024-12-27,0,30.31,34.66,8.09,6.58,1.645,0.315,0.395,12.53,CTD Cast,Good
OCE00218,Bay of Bengal Station 1,18.025360526012967,87.97174850210858,Bay of Bengal,2024-12-27,50,25.66,34.44,8.12,6.17,1.451,0.37,0.568,14.94,CTD Cast,Fair
OCE00219,Bay of Bengal Station 1,18.01724709975615,87.99847340974026,Bay of Bengal,2024-12-27,100,22.4,34.83,7.98,5.29,2.622,0.453,0.373,3.29,CTD Cast,Good
OCE00220,Bay of Bengal Station 1,18.008588088897866,87.92587612339334,Bay of Bengal,2024-12-27,200,18.25,34.57,8.07,2.67,3.909,0.69,0.334,5.95,CTD Cast,Good
OCE00221,Bay of Bengal Station 1,18.085317076643676,88.04208436300249,Bay of Bengal,2025-02-04,0,26.59,34.93,7.98,7.94,0.519,0.124,0.669,6.57,CTD Cast,Good
OCE00222,Bay of Bengal Station 1,18.093167333761517,87.93495699757668,Bay of Bengal,2025-02-04,50,26.07,34.18,8.17,6.17,1.142,0.414,0.397,9.9,CTD Cast,Good
OCE00223,Bay of Bengal Station 1,17.96618295315604,87.94965749592617,Bay of Bengal,2025-02-04,100,21.23,35.18,8.06,4.68,2.268,0.652,0.085,14.83,CTD Cast,Good
OCE00224,Bay of Bengal Station 1,17.946865013130104,87.90393029654938,Bay of Bengal,2025-02-04,200,17.73,35.3,7.97,2.42,2.554,0.577,0.235,13.25,CTD Cast,Fair
OCE00225,Bay of Bengal Station 1,17.93193326987343,88.05801664999429,Bay of Bengal,2025-02-27,0,31.79,34.51,7.94,6.02,1.392,0.421,0.305,9.44,CTD Cast,Good
OCE00226,Bay of Bengal Station 1,18.08943058720127,87.98129254359041,Bay of Bengal,2025-02-27,50,24.18,34.98,7.9,5.42,2.062,0.515,0.921,11.69,CTD Cast,Good
OCE00227,Bay of Bengal Station 1,17.940182267937104,88.06102384175094,Bay of Bengal,2025-02-27,100,22.42,35.45,8.11,3.22,2.879,0.621,0.406,12.83,CTD Cast,Good
OCE00228,Bay of Bengal Station 1,17.903393825863095,88.09207335492442,Bay of Bengal,2025-02-27,200,17.02,35.63,7.72,2.3,3.121,0.709,0.34,1.15,CTD Cast,Good
OCE00229,Bay of Bengal Station 1,18.008403059695944,87.9919125955011,Bay of Bengal,2025-03-27,0,26.86,34.02,8.03,8.33,1.365,0.42,0.119,7.74,CTD Cast,Good
OCE00230,Bay of Bengal Station 1,17.934477272421034,88.07447891267097,Bay of Bengal,2025-03-27,50,24.29,35.08,7.98,6.41,1.522,0.217,1.367,9.39,CTD Cast,Good
OCE00231,Bay of Bengal Station 1,18.063564414713237,88.09578947117093,Bay of Bengal,2025-03-27,100,20.79,35.54,7.96,3.18,2.291,0.364,0.412,7.78,CTD Cast,Fair
OCE00232,Bay of Bengal Station 1,18.07065695971344,88.07123072439893,Bay of Bengal,2025-03-27,200,18.18,35.33,7.75,3.09,3.138,0.49,0.238,1.94,CTD Cast,Good
OCE00233,Bay of Bengal Station 1,17.97121345982383,88.05778279259317,Bay of Bengal,2025-04-27,0,26.54,34.39,8.15,6.32,1.468,0.096,0.972,3.89,CTD Cast,Fair
OCE00234,Bay of Bengal Station 1,17.925422098173406,87.98550837107194,Bay of Bengal,2025-04-27,50,26.56,34.4,8.06,6.68,0.841,0.54,1.268,2.83,CTD Cast,Good
OCE00235,Bay of Bengal Station 1,18.090055844722283,88.00713779409121,Bay of Bengal,2025-04-27,100,23.5,35.24,7.79,4.27,2.648,0.671,0.281,6.22,CTD Cast,Good
OCE00236,Bay of Bengal Station 1,17.966659971974106,87.99838560480782,Bay of Bengal,2025-04-27,200,20.94,34.94,7.89,2.98,3.709,0.824,0.232,8.81,CTD Cast,Good
OCE00237,Bay of Bengal Station 1,17.961019937363904,87.93377185787341,Bay of Bengal,2025-06-06,0,27.43,35.19,7.99,6.84,0.303,0.157,1.429,7.18,CTD Cast,Good
OCE00238,Bay of Bengal Station 1,18.093103583646954,87.97546969544607,Bay of Bengal,2025-06-06,50,25.23,34.1,7.9,5.86,1.648,0.31,1.005,4.24,CTD Cast,Fair
OCE00239,Bay of Bengal Station 1,18.05517301304056,87.96774659115489,Bay of Bengal,2025-06-06,100,21.22,34.79,8.05,3.51,2.448,0.26,0.239,8.67,CTD Cast,Good
OCE00240,Bay of Bengal Station 1,18.044536714894896,87.96384505955724,Bay of Bengal,2025-06-06,200,16.43,35.31,7.72,3.71,2.477,0.843,0.209,13.64,CTD Cast,Good
OCE00241,Bay of Bengal Station 1,17.975251865866085,88.08465720420278,Bay of Bengal,2025-06-30,0,26.76,34.27,8.0,6.2,0.472,0.475,1.467,8.4,CTD Cast,Good
OCE00242,Bay of Bengal Station 1,17.922729207739344,87.90078367499022,Bay of Bengal,2025-06-30,50,25.08,35.1,8.04,6.97,1.104,0.452,0.294,14.99,CTD Cast,Good
OCE00243,Bay of Bengal Station 1,18.05126201939606,88.00793235778063,Bay of Bengal,2025-06-30,100,24.01,35.28,7.95,3.75,1.387,0.378,0.219,1.62,CTD Cast,Good
OCE00244,Bay of Bengal Station 1,17.972333216639008,87.92168007454332,Bay of Bengal,2025-06-30,200,15.13,34.35,7.86,3.87,3.311,0.811,0.26,13.2,CTD Cast,Good
OCE00245,Bay of Bengal Station 1,18.008043453355725,87.91006458658693,Bay of Bengal,2025-08-06,0,30.7,34.25,8.0,7.22,1.288,0.476,0.912,1.41,CTD Cast,Good
OCE00246,Bay of Bengal Station 1,17.96023511739947,87.94979537983227,Bay of Bengal,2025-08-06,50,24.75,34.1,8.07,6.31,0.859,0.526,0.479,5.9,CTD Cast,Good
OCE00247,Bay of Bengal Station 1,18.025168238996475,87.91090185548275,Bay of Bengal,2025-08-06,100,21.27,34.83,7.91,5.47,1.206,0.314,0.074,12.63,CTD Cast,Good
OCE00248,Bay of Bengal Station 1,17.942023555188044,87.92326634542665,Bay of Bengal,2025-08-06,200,18.58,34.99,7.92,2.34,2.476,0.593,0.317,14.57,CTD Cast,Fair
OCE00249,Bay of Bengal Station 1,18.028561318217236,88.05654913485027,Bay of Bengal,2025-09-05,0,26.13,35.2,8.12,6.74,0.358,0.116,1.076,14.09,CTD Cast,Good
OCE00250,Bay of Bengal Station 1,17.98050527109803,88.08400801050918,Bay of Bengal,2025-09-05,50,26.77,34.28,7.87,6.61,0.998,0.183,1.466,9.93,CTD Cast,Good
OCE00251,Bay of Bengal Station 1,17.92466369821506,87.98019406533767,Bay of Bengal,2025-09-05,100,20.45,35.52,7.85,3.84,1.864,0.273,0.273,5.59,CTD Cast,Fair
OCE00252,Bay of Bengal Station 1,18.041445665667084,87.9380763572594,Bay of Bengal,2025-09-05,200,20.41,35.4,7.76,2.73,2.809,0.518,0.409,5.82,CTD Cast,Good
OCE00253,Bay of Bengal Station 2,15.582268363243282,90.51081985607917,Bay of Bengal,2024-01-02,0,26.63,34.94,7.85,8.46,1.583,0.226,0.91,3.03,CTD Cast,Good
OCE00254,Bay of Bengal Station 2,15.41896983865063,90.50882520039262,Bay of Bengal,2024-01-02,50,25.51,35.31,8.03,6.13,2.247,0.552,1.856,11.24,CTD Cast,Good
OCE00255,Bay of Bengal Station 2,15.434795479904361,90.4674954091426,Bay of Bengal,2024-01-02,100,23.78,35.01,7.82,4.99,2.468,0.289,0.259,0.76,CTD Cast,Good
OCE00256,Bay of Bengal Station 2,15.570307434379584,90.43132256297854,Bay of Bengal,2024-01-02,200,17.8,35.02,7.95,3.33,3.689,0.547,0.104,14.63,CTD Cast,Good
OCE00257,Bay of Bengal Station 2,15.585674510396158,90.41312521763557,Bay of Bengal,2024-01-27,0,31.06,34.75,8.19,6.24,0.676,0.337,0.59,8.47,CTD Cast,Fair
OCE00258,Bay of Bengal Station 2,15.512531084580548,90.55243750223882,Bay of Bengal,2024-01-27,50,26.36,35.03,7.88,5.41,2.203,0.238,1.688,10.85,CTD Cast,Good
OCE00259,Bay of Bengal Station 2,15.477886936015535,90.5903404812781,Bay of Bengal,2024-01-27,100,21.04,34.95,8.1,4.08,2.937,0.453,0.114,5.14,CTD Cast,Fair
OCE00260,Bay of Bengal Station 2,15.488530969652087,90.49705334846853,Bay of Bengal,2024-01-27,200,21.08,35.52,7.84,2.17,3.477,0.59,0.402,11.78,CTD Cast,Good
OCE00261,Bay of Bengal Station 2,15.504850944107547,90.53414546508851,Bay of Bengal,2024-02-27,0,28.29,34.66,7.95,6.92,1.099,0.414,0.606,4.41,CTD Cast,Fair
OCE00262,Bay of Bengal Station 2,15.50190177464484,90.50914993595589,Bay of Bengal,2024-02-27,50,25.11,35.45,8.06,5.94,1.831,0.163,1.313,5.71,CTD Cast,Good
OCE00263,Bay of Bengal Station 2,15.543436289409351,90.50761893282423,Bay of Bengal,2024-02-27,100,20.41,34.39,8.13,4.02,1.987,0.274,0.067,7.88,CTD Cast,Fair
OCE00264,Bay of Bengal Station 2,15.529047528910667,90.53019434904371,Bay of Bengal,2024-02-27,200,16.7,35.32,7.77,2.38,2.975,0.579,0.161,12.46,CTD Cast,Good
OCE00265,Bay of Bengal Station 2,15.503641146436504,90.40750573150636,Bay of Bengal,2024-04-06,0,28.51,34.11,7.91,8.45,1.233,0.369,0.11,8.75,CTD Cast,Fair
OCE00266,Bay of Bengal Station 2,15.4931451155335,90.44804900369286,Bay of Bengal,2024-04-06,50,27.68,35.5,7.99,5.65,2.396,0.453,0.317,7.31,CTD Cast,Good
OCE00267,Bay of Bengal Station 2,15.467673573185044,90.58710460455177,Bay of Bengal,2024-04-06,100,22.28,34.97,7.89,3.41,2.057,0.624,0.349,13.73,CTD Cast,Good
OCE00268,Bay of Bengal Station 2,15.506010467842476,90.40556821025251,Bay of Bengal,2024-04-06,200,16.47,34.26,8.0,3.66,3.939,0.85,0.32,4.08,CTD Cast,Good
OCE00269,Bay of Bengal Station 2,15.482733104716642,90.55003216659092,Bay of Bengal,2024-05-01,0,28.76,34.94,8.02,7.86,0.632,0.304,0.223,10.55,CTD Cast,Good
OCE00270,Bay of Bengal Station 2,15.576488238269516,90.44070222166637,Bay of Bengal,2024-05-01,50,27.96,34.47,7.97,5.32,1.437,0.536,1.432,13.16,CTD Cast,Good
OCE00271,Bay of Bengal Station 2,15.47044619501415,90.57131439773667,Bay of Bengal,2024-05-01,100,20.3,35.43,7.88,3.79,2.073,0.673,0.072,6.24,CTD Cast,Good
OCE00272,Bay of Bengal Station 2,15.493055506255185,90.41164756616405,Bay of Bengal,2024-05-01,200,16.39,34.84,7.85,3.83,3.548,0.677,0.495,4.3,CTD Cast,Good
OCE00273,Bay of Bengal Station 2,15.58825578578136,90.57632706983509,Bay of Bengal,2024-05-29,0,28.62,34.24,8.18,7.92,0.61,0.316,1.11,7.97,CTD Cast,Good
OCE00274,Bay of Bengal Station 2,15.404207380492094,90.54456784078005,Bay of Bengal,2024-05-29,50,27.1,34.89,8.0,4.79,0.84,0.388,0.684,0.97,CTD Cast,Good
OCE00275,Bay of Bengal Station 2,15.599369856856288,90.48606863473782,Bay of Bengal,2024-05-29,100,22.98,34.91,8.14,4.21,1.221,0.498,0.428,5.14,CTD Cast,Good
OCE00276,Bay of Bengal Station 2,15.537218230788698,90.58975809953839,Bay of Bengal,2024-05-29,200,21.35,34.49,7.95,2.81,2.178,0.606,0.169,4.39,CTD Cast,Good
OCE00277,Bay of Bengal Station 2,15.564779276324932,90.52950395911404,Bay of Bengal,2024-06-30,0,30.87,34.08,8.02,6.18,1.875,0.395,1.021,14.55,CTD Cast,Good
OCE00278,Bay of Bengal Station 2,15.496498612105533,90.52451507956656,Bay of Bengal,2024-06-30,50,26.86,35.44,7.98,4.79,1.604,0.207,1.266,0.65,CTD Cast,Good
OCE00279,Bay of Bengal Station 2,15.459785230019667,90.48216327911348,Bay of Bengal,2024-06-30,100,20.97,34.84,8.13,3.96,1.906,0.572,0.322,3.66,CTD Cast,Good
OCE00280,Bay of Bengal Station 2,15.416012680505792,90.4948906359689,Bay of Bengal,2024-06-30,200,21.76,34.4,7.85,2.05,2.521,0.801,0.141,0.64,CTD Cast,Good
OCE00281,Bay of Bengal Station 2,15.556569723597331,90.56910216216811,Bay of Bengal,2024-07-31,0,26.51,35.21,8.11,8.29,1.724,0.357,0.173,12.09,CTD Cast,Good
OCE00282,Bay of Bengal Station 2,15.4423596299763,90.55850795352427,Bay of Bengal,2024-07-31,50,26.03,34.4,8.11,6.32,2.463,0.22,0.606,3.21,CTD Cast,Good
OCE00283,Bay of Bengal Station 2,15.580326245897272,90.58523859728292,Bay of Bengal,2024-07-31,100,20.33,35.6,7.76,5.09,1.794,0.629,0.3,0.63,CTD Cast,Good
OCE00284,Bay of Bengal Station 2,15.560993366776337,90.5934656222707,Bay of Bengal,2024-07-31,200,15.53,34.58,7.97,3.78,2.974,0.723,0.135,4.39,CTD Cast,Good
OCE00285,Bay of Bengal Station 2,15.504366175061039,90.51713086708575,Bay of Bengal,2024-09-03,0,28.97,34.13,8.02,7.26,0.374,0.249,0.568,0.62,CTD Cast,Good
OCE00286,Bay of Bengal Station 2,15.464704922747407,90.43676257789636,Bay of Bengal,2024-09-03,50,27.04,35.12,7.92,4.63,2.034,0.58,0.632,8.87,CTD Cast,Good
OCE00287,Bay of Bengal Station 2,15.401172945577432,90.41570197369072,Bay of Bengal,2024-09-03,100,20.77,34.63,8.03,4.4,1.834,0.439,0.303,13.28,CTD Cast,Good
OCE00288,Bay of Bengal Station 2,15.588381117452084,90.54791264962225,Bay of Bengal,2024-09-03,200,15.55,35.26,8.07,2.54,2.804,0.706,0.447,1.76,CTD Cast,Good
OCE00289,Bay of Bengal Station 2,15.46033244832623,90.47680381479299,Bay of Bengal,2024-10-02,0,30.01,34.62,7.99,6.12,0.463,0.406,0.736,12.89,CTD Cast,Good
OCE00290,Bay of Bengal Station 2,15.519278719938493,90.47320565314931,Bay of Bengal,2024-10-02,50,27.0,34.46,7.82,5.13,2.349,0.412,1.16,12.2,CTD Cast,Fair
OCE00291,Bay of Bengal Station 2,15.552819117315776,90.44956248858138,Bay of Bengal,2024-10-02,100,22.62,34.28,7.8,4.34,2.879,0.389,0.441,1.03,CTD Cast,Good
OCE00292,Bay of Bengal Station 2,15.481273281055492,90.49701458182854,Bay of Bengal,2024-10-02,200,15.71,35.29,7.78,2.74,3.053,0.776,0.101,8.34,CTD Cast,Good
OCE00293,Bay of Bengal Station 2,15.427679517193624,90.53315304805308,Bay of Bengal,2024-11-03,0,30.91,34.26,8.12,7.73,1.156,0.365,0.677,8.11,CTD Cast,Fair
