survey_id,site_name,region,latitude,longitude,survey_date,transect_number,depth_m,transect_length_m,coral_cover_percent,algae_cover_percent,sand_cover_percent,rubble_cover_percent,coral_species_count,fish_species_count,total_fish_count,bleaching_severity,bleached_colonies_percent,water_temperature_c,visibility_m,current_strength,weather_conditions,surveyor,data_source
REEF0119,Andaman - Havelock,Andaman,12.009242,93.005593,2025-06-26,3,22.2,20,71.8,24.0,0.0,4.2,11,29,277,None,0.0,31.0,26.6,Strong,Choppy,Reef Survey Team,Coral Reef Survey
REEF0120,Andaman - Havelock,Andaman,12.00346,92.996092,2024-11-16,1,3.8,10,82.1,19.7,0.0,0.0,14,15,292,Mild,34.0,31.0,25.9,Weak,Rough,Marine Biologist A,Coral Reef Survey
REEF0121,Andaman - Havelock,Andaman,12.002902,92.99732,2024-11-16,2,9.7,20,40.4,25.8,32.0,1.7,12,29,169,None,0.0,29.0,19.6,Moderate,Calm,Marine Biologist A,Coral Reef Survey
REEF0122,Andaman - Havelock,Andaman,12.008534,92.990632,2024-11-16,3,20.0,10,42.3,6.0,43.1,8.6,11,15,238,Mild,32.6,29.2,8.6,Strong,Rough,Marine Biologist A,Coral Reef Survey
REEF0123,Andaman - Havelock,Andaman,11.99081,93.002253,2024-05-02,1,20.7,50,59.7,18.9,5.4,16.0,10,34,113,None,0.0,27.3,21.5,Weak,Rough,Reef Survey Team,Coral Reef Survey
REEF0124,Andaman - Havelock,Andaman,12.002566,93.004682,2024-05-02,2,16.7,50,83.6,9.9,0.0,6.5,9,23,155,None,0.0,30.0,10.2,Strong,Choppy,Research Diver,Coral Reef Survey
REEF0125,Andaman - Havelock,Andaman,11.997612,93.005388,2024-05-02,3,18.6,30,41.8,18.7,37.8,1.8,12,28,257,None,0.0,31.4,8.5,Weak,Calm,Research Diver,Coral Reef Survey
REEF0126,Andaman - Havelock,Andaman,12.007173,93.008389,2024-03-04,1,10.8,10,72.4,16.1,0.0,11.6,12,27,165,None,0.0,27.9,17.3,Moderate,Calm,Coral Specialist,Coral Reef Survey
REEF0127,Andaman - Havelock,Andaman,11.992911,93.006623,2024-03-04,2,10.7,20,58.0,27.4,4.7,9.9,14,17,205,None,0.0,31.7,27.5,Weak,Rough,Coral Specialist,Coral Reef Survey
REEF0128,Andaman - Havelock,Andaman,11.993389,92.999464,2024-03-04,3,24.4,50,56.8,14.3,25.1,3.9,11,18,116,Severe,30.9,30.6,29.3,Strong,Rough,Marine Biologist A,Coral Reef Survey
REEF0129,Andaman - Havelock,Andaman,12.005468,92.994867,2024-03-04,4,3.9,30,84.3,13.5,0.0,2.1,9,29,263,None,0.0,29.5,12.7,Weak,Calm,Marine Biologist A,Coral Reef Survey
REEF0130,Andaman - Havelock,Andaman,12.007782,93.009867,2024-03-04,5,4.9,30,78.8,14.8,0.0,6.4,15,33,266,None,0.0,31.8,13.8,Weak,Choppy,Reef Survey Team,Coral Reef Survey
REEF0131,Andaman - Havelock,Andaman,11.994257,92.99161,2024-03-04,6,15.4,10,40.6,15.3,42.6,1.5,8,35,243,None,0.0,26.2,26.4,Strong,Choppy,Research Diver,Coral Reef Survey
REEF0132,Andaman - Havelock,Andaman,11.994195,92.996566,2024-06-04,1,22.1,10,73.6,10.5,14.5,1.4,15,27,227,None,0.0,28.3,24.9,Moderate,Choppy,Coral Specialist,Coral Reef Survey
REEF0133,Andaman - Havelock,Andaman,11.998906,92.99692,2024-06-04,2,12.9,20,73.7,27.6,0.0,0.0,8,17,218,None,0.0,26.2,18.3,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0134,Andaman - Havelock,Andaman,12.007706,92.997232,2024-06-04,3,23.5,30,68.4,28.4,0.0,3.3,13,18,225,Severe,13.1,28.4,11.7,Strong,Choppy,Coral Specialist,Coral Reef Survey
REEF0135,Andaman - Havelock,Andaman,11.999898,92.999427,2024-06-04,4,24.0,10,59.5,24.6,0.0,15.8,13,16,241,None,0.0,27.3,18.9,Strong,Choppy,Marine Biologist A,Coral Reef Survey
REEF0136,Andaman - Havelock,Andaman,11.996955,92.997997,2024-06-04,5,10.9,30,77.2,16.3,0.0,6.5,11,29,274,None,0.0,26.4,18.7,Weak,Rough,Marine Biologist A,Coral Reef Survey
REEF0137,Andaman - Havelock,Andaman,12.005481,92.993023,2025-01-28,1,16.5,50,50.8,26.7,16.0,6.5,9,24,258,None,0.0,29.6,12.0,Strong,Rough,Research Diver,Coral Reef Survey
REEF0138,Andaman - Havelock,Andaman,11.995698,92.998333,2025-01-28,2,10.8,50,63.6,20.0,5.1,11.3,11,30,101,None,0.0,27.8,10.8,Weak,Calm,Reef Survey Team,Coral Reef Survey
REEF0139,Andaman - Havelock,Andaman,12.005216,93.007016,2025-01-28,3,8.7,20,58.3,17.5,13.6,10.7,15,15,264,None,0.0,26.2,23.9,Moderate,Calm,Research Diver,Coral Reef Survey
REEF0140,Andaman - Havelock,Andaman,11.991239,92.999366,2025-01-28,4,21.2,50,60.3,8.7,11.3,19.7,8,30,216,None,0.0,30.6,17.1,Weak,Choppy,Marine Biologist A,Coral Reef Survey
REEF0141,Andaman - Havelock,Andaman,11.993677,93.008828,2024-12-11,1,14.7,20,78.4,13.6,1.4,6.7,15,27,110,None,0.0,29.1,11.1,Strong,Rough,Reef Survey Team,Coral Reef Survey
REEF0142,Andaman - Havelock,Andaman,11.994393,92.999639,2024-12-11,2,3.9,10,60.8,15.5,8.1,15.6,8,33,139,None,0.0,31.9,12.0,Strong,Calm,Coral Specialist,Coral Reef Survey
REEF0143,Andaman - Havelock,Andaman,12.00182,92.991794,2024-12-11,3,19.1,50,84.8,25.5,0.0,0.0,8,35,84,None,0.0,31.0,28.6,Weak,Rough,Reef Survey Team,Coral Reef Survey
REEF0144,Andaman - Neil Island,Andaman,11.809784,92.997931,2024-06-25,1,24.8,50,47.0,11.3,39.9,1.8,10,24,290,Mild,31.9,31.1,25.1,Strong,Calm,Marine Biologist A,Coral Reef Survey
REEF0145,Andaman - Neil Island,Andaman,11.802621,93.000279,2024-06-25,2,18.6,20,57.6,26.0,2.8,13.5,9,18,207,None,0.0,29.2,27.5,Weak,Choppy,Research Diver,Coral Reef Survey
REEF0146,Andaman - Neil Island,Andaman,11.79504,92.997623,2024-06-25,3,20.1,10,62.2,27.2,3.7,6.9,10,27,163,None,0.0,31.3,18.2,Moderate,Calm,Marine Biologist A,Coral Reef Survey
REEF0147,Andaman - Neil Island,Andaman,11.800322,92.996655,2025-08-30,1,9.1,10,69.5,8.0,4.9,17.6,12,25,96,None,0.0,27.1,23.3,Weak,Choppy,Reef Survey Team,Coral Reef Survey
REEF0148,Andaman - Neil Island,Andaman,11.802053,92.993691,2025-08-30,2,9.0,20,58.4,22.5,6.3,12.8,15,26,221,None,0.0,30.6,24.7,Weak,Rough,Marine Biologist A,Coral Reef Survey
REEF0149,Andaman - Neil Island,Andaman,11.802357,93.00574,2025-08-30,3,10.4,50,79.7,20.4,0.0,0.0,10,19,105,None,0.0,27.3,19.9,Weak,Choppy,Marine Biologist A,Coral Reef Survey
REEF0150,Andaman - Neil Island,Andaman,11.797422,93.00395,2025-08-30,4,13.5,10,77.6,22.0,0.0,0.4,12,15,81,Mild,39.4,31.1,25.4,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0151,Andaman - Neil Island,Andaman,11.796604,93.000713,2024-05-09,1,6.0,30,64.2,8.6,16.1,11.1,15,19,243,None,0.0,28.3,19.0,Moderate,Calm,Reef Survey Team,Coral Reef Survey
REEF0152,Andaman - Neil Island,Andaman,11.807513,92.992171,2024-05-09,2,20.4,10,47.7,5.9,42.7,3.7,10,34,257,None,0.0,28.4,27.2,Strong,Choppy,Marine Biologist A,Coral Reef Survey
REEF0153,Andaman - Neil Island,Andaman,11.800494,92.990445,2024-05-09,3,18.8,30,45.0,24.7,26.9,3.4,13,35,291,None,0.0,30.6,29.0,Moderate,Calm,Reef Survey Team,Coral Reef Survey
REEF0154,Andaman - Neil Island,Andaman,11.797429,93.006588,2024-05-09,4,7.2,10,76.3,21.4,0.0,2.2,13,21,110,None,0.0,26.8,16.4,Strong,Rough,Reef Survey Team,Coral Reef Survey
REEF0155,Andaman - Neil Island,Andaman,11.794073,93.00288,2025-04-20,1,24.9,20,40.5,18.5,29.5,11.5,9,23,93,None,0.0,29.0,20.0,Weak,Rough,Coral Specialist,Coral Reef Survey
REEF0156,Andaman - Neil Island,Andaman,11.799433,92.995378,2025-04-20,2,4.2,20,58.4,6.3,24.3,11.0,8,30,125,None,0.0,29.2,11.0,Weak,Rough,Research Diver,Coral Reef Survey
REEF0157,Andaman - Neil Island,Andaman,11.808653,93.00789,2025-04-20,3,7.2,50,55.5,20.3,22.3,1.9,12,24,133,None,0.0,27.5,28.1,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0158,Andaman - Neil Island,Andaman,11.80705,93.001597,2025-04-20,4,14.4,10,81.9,28.3,0.0,0.0,10,16,106,Severe,10.6,30.1,19.9,Weak,Calm,Coral Specialist,Coral Reef Survey
REEF0159,Andaman - Neil Island,Andaman,11.790369,92.99124,2025-06-11,1,22.5,50,79.1,13.9,0.0,7.0,13,17,140,None,0.0,30.8,17.4,Moderate,Calm,Research Diver,Coral Reef Survey
REEF0160,Andaman - Neil Island,Andaman,11.792268,92.998675,2025-06-11,2,13.1,30,64.8,7.6,7.7,19.8,11,22,279,Mild,11.9,29.2,19.8,Weak,Calm,Coral Specialist,Coral Reef Survey
REEF0161,Andaman - Neil Island,Andaman,11.798796,93.005438,2025-06-11,3,14.4,20,67.4,23.1,9.0,0.5,9,21,176,None,0.0,31.3,8.4,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0162,Andaman - Neil Island,Andaman,11.798104,93.008525,2024-02-25,1,10.8,50,60.6,29.5,5.8,4.0,10,19,135,Severe,35.1,31.2,18.4,Moderate,Choppy,Reef Survey Team,Coral Reef Survey
REEF0163,Andaman - Neil Island,Andaman,11.800284,93.006716,2024-02-25,2,19.2,20,51.9,5.4,33.1,9.6,13,29,264,None,0.0,31.4,29.0,Moderate,Calm,Research Diver,Coral Reef Survey
REEF0164,Andaman - Neil Island,Andaman,11.807591,93.001601,2024-02-25,3,12.8,10,74.9,23.5,0.0,1.6,12,19,88,Severe,37.4,28.7,16.0,Weak,Calm,Coral Specialist,Coral Reef Survey
REEF0165,Andaman - Neil Island,Andaman,11.802591,93.003477,2024-02-25,4,7.6,20,77.7,12.2,6.4,3.7,13,29,187,None,0.0,30.4,29.2,Weak,Choppy,Reef Survey Team,Coral Reef Survey
REEF0166,Andaman - Neil Island,Andaman,11.806186,93.008807,2024-02-25,5,6.1,20,43.2,18.9,32.0,5.8,11,35,236,None,0.0,30.0,29.4,Weak,Choppy,Coral Specialist,Coral Reef Survey
REEF0167,Andaman - Neil Island,Andaman,11.795096,92.999716,2024-02-25,6,14.0,50,50.8,19.8,20.6,8.9,15,21,231,None,0.0,28.2,8.4,Moderate,Calm,Coral Specialist,Coral Reef Survey
REEF0168,Andaman - Neil Island,Andaman,11.800442,92.996705,2024-09-09,1,3.0,20,53.9,12.0,26.3,7.9,10,25,191,Severe,22.8,30.2,21.9,Strong,Calm,Coral Specialist,Coral Reef Survey
REEF0169,Andaman - Neil Island,Andaman,11.806075,92.99904,2024-09-09,2,14.4,50,76.5,15.7,0.0,7.8,8,16,90,None,0.0,28.5,24.7,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0170,Andaman - Neil Island,Andaman,11.793497,92.996772,2024-09-09,3,7.9,10,56.2,10.8,21.5,11.6,15,30,287,None,0.0,30.7,16.0,Moderate,Calm,Marine Biologist A,Coral Reef Survey
REEF0171,Andaman - Neil Island,Andaman,11.809775,93.001877,2024-09-09,4,11.8,50,77.6,23.2,0.0,0.0,11,32,272,Mild,21.4,31.2,19.1,Weak,Choppy,Research Diver,Coral Reef Survey
REEF0172,Andaman - Neil Island,Andaman,11.803669,93.001759,2024-09-01,1,21.5,30,52.8,19.4,25.3,2.5,10,15,202,None,0.0,30.4,8.9,Strong,Choppy,Marine Biologist A,Coral Reef Survey
REEF0173,Andaman - Neil Island,Andaman,11.803516,92.998294,2024-09-01,2,5.7,20,58.9,9.9,22.9,8.3,14,29,198,None,0.0,30.4,25.0,Weak,Choppy,Coral Specialist,Coral Reef Survey
REEF0174,Andaman - Neil Island,Andaman,11.802141,92.990454,2024-09-01,3,23.5,10,70.9,5.9,6.9,16.4,14,35,80,Severe,25.3,28.8,17.2,Strong,Choppy,Marine Biologist A,Coral Reef Survey
REEF0175,Gulf of Mannar - Pamban,Gulf of Mannar,9.307794,79.198747,2025-03-12,1,4.7,20,57.9,28.0,0.4,13.7,9,34,218,None,0.0,26.6,25.4,Strong,Choppy,Marine Biologist A,Coral Reef Survey
REEF0176,Gulf of Mannar - Pamban,Gulf of Mannar,9.29151,79.191372,2025-03-12,2,14.8,10,26.4,5.2,59.9,8.5,9,31,252,Moderate,10.6,26.5,12.5,Moderate,Choppy,Coral Specialist,Coral Reef Survey
REEF0177,Gulf of Mannar - Pamban,Gulf of Mannar,9.30431,79.206179,2025-03-12,3,13.0,30,40.3,5.8,52.5,1.4,10,34,90,Moderate,24.0,30.4,21.3,Strong,Rough,Marine Biologist A,Coral Reef Survey
REEF0178,Gulf of Mannar - Pamban,Gulf of Mannar,9.297843,79.192366,2025-03-12,4,20.2,20,34.6,23.4,31.8,10.3,10,32,261,None,0.0,31.4,28.3,Moderate,Calm,Marine Biologist A,Coral Reef Survey
REEF0179,Gulf of Mannar - Pamban,Gulf of Mannar,9.300702,79.20023,2025-03-12,5,8.8,20,57.4,16.4,23.6,2.6,11,35,202,None,0.0,26.8,19.1,Moderate,Choppy,Research Diver,Coral Reef Survey
REEF0180,Gulf of Mannar - Pamban,Gulf of Mannar,9.301226,79.196755,2025-05-30,1,4.6,10,57.7,24.3,1.1,16.8,13,23,93,None,0.0,30.6,18.7,Moderate,Choppy,Coral Specialist,Coral Reef Survey
REEF0181,Gulf of Mannar - Pamban,Gulf of Mannar,9.294022,79.192488,2025-05-30,2,10.6,10,25.5,30.0,43.6,1.0,15,31,214,None,0.0,28.7,14.6,Strong,Rough,Research Diver,Coral Reef Survey
REEF0182,Gulf of Mannar - Pamban,Gulf of Mannar,9.301427,79.193,2025-05-30,3,20.2,30,33.3,19.8,32.6,14.3,9,29,238,None,0.0,31.0,21.4,Weak,Choppy,Marine Biologist A,Coral Reef Survey
REEF0183,Gulf of Mannar - Pamban,Gulf of Mannar,9.297768,79.200064,2025-05-30,4,19.9,20,55.1,7.6,29.6,7.7,12,17,180,None,0.0,28.6,15.3,Weak,Calm,Reef Survey Team,Coral Reef Survey
REEF0184,Gulf of Mannar - Pamban,Gulf of Mannar,9.298226,79.202057,2025-05-30,5,25.0,20,39.7,10.2,46.8,3.3,15,23,108,Severe,24.6,29.3,12.5,Weak,Calm,Marine Biologist A,Coral Reef Survey
REEF0185,Gulf of Mannar - Pamban,Gulf of Mannar,9.303907,79.204822,2025-05-30,6,8.7,20,33.8,29.8,29.0,7.5,15,24,186,None,0.0,28.7,25.5,Moderate,Choppy,Coral Specialist,Coral Reef Survey
REEF0186,Gulf of Mannar - Pamban,Gulf of Mannar,9.30538,79.203355,2024-01-22,1,21.8,10,57.6,19.5,18.2,4.7,11,21,96,None,0.0,30.5,22.3,Strong,Rough,Research Diver,Coral Reef Survey
REEF0187,Gulf of Mannar - Pamban,Gulf of Mannar,9.293556,79.191025,2024-01-22,2,18.0,30,30.0,17.5,37.5,14.9,13,28,228,None,0.0,26.5,12.1,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0188,Gulf of Mannar - Pamban,Gulf of Mannar,9.294387,79.195157,2024-01-22,3,15.4,20,40.2,10.1,48.4,1.4,12,29,157,Severe,39.5,28.8,27.1,Weak,Choppy,Reef Survey Team,Coral Reef Survey
REEF0189,Gulf of Mannar - Pamban,Gulf of Mannar,9.306975,79.20023,2024-01-22,4,18.5,30,27.7,22.2,44.6,5.4,8,30,175,None,0.0,26.5,25.0,Weak,Choppy,Research Diver,Coral Reef Survey
REEF0190,Gulf of Mannar - Pamban,Gulf of Mannar,9.291999,79.207624,2024-01-22,5,9.7,20,46.2,17.2,29.3,7.3,12,29,122,None,0.0,31.7,8.9,Weak,Calm,Reef Survey Team,Coral Reef Survey
REEF0191,Gulf of Mannar - Pamban,Gulf of Mannar,9.308377,79.202182,2024-06-14,1,20.8,30,35.4,16.8,30.5,17.4,10,18,90,None,0.0,29.2,8.4,Moderate,Choppy,Research Diver,Coral Reef Survey
REEF0192,Gulf of Mannar - Pamban,Gulf of Mannar,9.293172,79.202834,2024-06-14,2,18.8,10,43.3,8.6,39.2,8.9,13,20,132,None,0.0,29.0,27.1,Moderate,Calm,Research Diver,Coral Reef Survey
REEF0193,Gulf of Mannar - Pamban,Gulf of Mannar,9.305517,79.19168,2024-06-14,3,22.6,20,38.9,23.6,34.7,2.8,12,29,218,None,0.0,27.4,17.6,Weak,Calm,Coral Specialist,Coral Reef Survey
REEF0194,Gulf of Mannar - Pamban,Gulf of Mannar,9.290337,79.193032,2024-06-14,4,5.0,50,29.6,7.5,49.1,13.8,13,30,276,Mild,26.6,26.8,28.8,Weak,Calm,Research Diver,Coral Reef Survey
REEF0195,Gulf of Mannar - Pamban,Gulf of Mannar,9.308662,79.19451,2024-10-29,1,16.5,20,21.1,28.3,40.1,10.5,15,24,273,Severe,17.0,26.5,16.6,Moderate,Rough,Marine Biologist A,Coral Reef Survey
REEF0196,Gulf of Mannar - Pamban,Gulf of Mannar,9.303399,79.199398,2024-10-29,2,11.4,20,24.8,11.1,62.1,2.0,9,30,90,None,0.0,26.8,21.1,Moderate,Calm,Coral Specialist,Coral Reef Survey
REEF0197,Gulf of Mannar - Pamban,Gulf of Mannar,9.296855,79.19452,2024-10-29,3,17.1,20,38.3,15.0,34.9,11.9,15,34,295,None,0.0,27.8,20.3,Moderate,Calm,Research Diver,Coral Reef Survey
REEF0198,Gulf of Mannar - Pamban,Gulf of Mannar,9.30339,79.190534,2024-10-29,4,13.2,20,22.3,9.7,56.8,11.2,11,16,235,None,0.0,31.3,9.5,Moderate,Calm,Marine Biologist A,Coral Reef Survey
REEF0199,Gulf of Mannar - Pamban,Gulf of Mannar,9.298382,79.20166,2024-10-29,5,6.2,10,50.6,23.6,7.7,18.1,14,17,217,Moderate,12.6,31.0,22.8,Weak,Choppy,Research Diver,Coral Reef Survey
REEF0200,Gulf of Mannar - Pamban,Gulf of Mannar,9.307888,79.191144,2024-10-29,6,16.1,10,42.8,5.9,41.1,10.3,13,34,234,None,0.0,27.1,14.0,Moderate,Calm,Coral Specialist,Coral Reef Survey
REEF0201,Gulf of Mannar - Pamban,Gulf of Mannar,9.302807,79.199366,2025-01-13,1,21.9,30,33.7,11.7,34.9,19.7,13,26,83,None,0.0,26.2,25.0,Moderate,Choppy,Coral Specialist,Coral Reef Survey
REEF0202,Gulf of Mannar - Pamban,Gulf of Mannar,9.292207,79.19055,2025-01-13,2,9.0,20,30.8,25.5,29.5,14.2,15,32,102,None,0.0,30.3,17.2,Strong,Choppy,Coral Specialist,Coral Reef Survey
REEF0203,Gulf of Mannar - Pamban,Gulf of Mannar,9.303979,79.209989,2025-01-13,3,18.6,50,50.5,28.5,18.8,2.3,14,24,121,None,0.0,31.1,29.0,Weak,Rough,Marine Biologist A,Coral Reef Survey
REEF0204,Gulf of Mannar - Pamban,Gulf of Mannar,9.294219,79.200079,2025-01-13,4,18.0,30,29.9,20.0,44.9,5.2,15,19,133,None,0.0,28.6,19.6,Strong,Choppy,Marine Biologist A,Coral Reef Survey
REEF0205,Gulf of Mannar - Pamban,Gulf of Mannar,9.298987,79.199864,2025-01-13,5,9.6,50,26.4,6.2,63.5,3.9,9,33,273,None,0.0,30.7,11.7,Weak,Choppy,Research Diver,Coral Reef Survey
REEF0206,Gulf of Mannar - Pamban,Gulf of Mannar,9.292171,79.204986,2025-01-13,6,9.7,50,58.1,22.9,12.5,6.5,10,28,124,Severe,23.3,26.5,10.6,Weak,Calm,Coral Specialist,Coral Reef Survey
REEF0207,Gulf of Mannar - Pamban,Gulf of Mannar,9.293517,79.205494,2024-10-23,1,14.3,30,20.4,21.8,49.3,8.5,12,16,290,None,0.0,27.3,20.1,Moderate,Rough,Coral Specialist,Coral Reef Survey
REEF0208,Gulf of Mannar - Pamban,Gulf of Mannar,9.309583,79.191469,2024-10-23,2,9.2,10,29.7,11.2,51.5,7.6,10,22,86,None,0.0,31.5,12.4,Moderate,Choppy,Coral Specialist,Coral Reef Survey
REEF0209,Gulf of Mannar - Pamban,Gulf of Mannar,9.300859,79.202738,2024-10-23,3,14.5,30,37.4,9.8,43.1,9.8,14,18,247,None,0.0,30.8,24.8,Weak,Choppy,Reef Survey Team,Coral Reef Survey
REEF0210,Gulf of Mannar - Pamban,Gulf of Mannar,9.29268,79.19177,2024-10-23,4,23.0,30,41.4,26.4,31.0,1.2,15,15,110,None,0.0,29.2,26.9,Weak,Rough,Research Diver,Coral Reef Survey
REEF0211,Gulf of Mannar - Pamban,Gulf of Mannar,9.291952,79.194809,2024-10-23,5,11.9,50,54.6,28.5,0.0,16.9,12,33,203,None,0.0,26.0,9.0,Strong,Rough,Coral Specialist,Coral Reef Survey
REEF0212,Gulf of Mannar - Pamban,Gulf of Mannar,9.292952,79.196977,2024-10-23,6,21.3,10,55.7,9.7,22.2,12.4,12,18,175,None,0.0,28.8,10.3,Weak,Rough,Marine Biologist A,Coral Reef Survey
REEF0213,Gulf of Mannar - Pamban,Gulf of Mannar,9.299156,79.197516,2024-05-29,1,15.7,20,37.5,5.4,37.1,19.9,13,29,257,None,0.0,28.8,29.0,Weak,Calm,Research Diver,Coral Reef Survey
REEF0214,Gulf of Mannar - Pamban,Gulf of Mannar,9.293117,79.193785,2024-05-29,2,20.8,30,30.4,25.0,39.2,5.4,8,26,187,Severe,23.1,27.2,24.7,Moderate,Choppy,Marine Biologist A,Coral Reef Survey
REEF0215,Gulf of Mannar - Pamban,Gulf of Mannar,9.302824,79.208472,2024-05-29,3,20.2,20,27.2,25.0,34.9,12.8,9,31,129,None,0.0,31.0,20.6,Strong,Calm,Research Diver,Coral Reef Survey
REEF0216,Gulf of Mannar - Pamban,Gulf of Mannar,9.29932,79.202733,2024-05-29,4,9.6,30,27.3,20.4,47.6,4.7,12,25,291,Severe,5.0,29.6,16.0,Strong,Rough,Research Diver,Coral Reef Survey
REEF0217,Gulf of Mannar - Pamban,Gulf of Mannar,9.305046,79.197504,2024-05-29,5,13.7,30,36.3,21.3,35.3,7.1,10,18,216,None,0.0,31.6,26.7,Weak,Calm,Research Diver,Coral Reef Survey
REEF0218,Gulf of Mannar - Pamban,Gulf of Mannar,9.308406,79.198983,2025-01-16,1,14.8,20,49.7,22.4,10.1,17.8,9,28,167,None,0.0,32.0,15.7,Weak,Calm,Reef Survey Team,Coral Reef Survey
REEF0219,Gulf of Mannar - Pamban,Gulf of Mannar,9.30666,79.203953,2025-01-16,2,18.2,10,33.0,24.6,24.3,18.0,14,21,283,Severe,26.9,28.4,29.8,Moderate,Calm,Marine Biologist A,Coral Reef Survey
REEF0220,Gulf of Mannar - Pamban,Gulf of Mannar,9.299577,79.194566,2025-01-16,3,11.4,50,46.2,6.9,34.9,12.1,13,19,84,None,0.0,31.1,9.5,Moderate,Rough,Research Diver,Coral Reef Survey
REEF0221,Gulf of Mannar - Pamban,Gulf of Mannar,9.309868,79.203975,2025-01-16,4,6.6,30,20.5,9.3,53.5,16.8,10,19,289,Moderate,13.2,30.5,20.9,Strong,Choppy,Marine Biologist A,Coral Reef Survey
REEF0222,Gulf of Mannar - Pamban,Gulf of Mannar,9.305655,79.204923,2025-01-16,5,4.1,20,55.7,10.7,22.6,11.1,10,18,136,None,0.0,27.0,29.5,Strong,Calm,Research Diver,Coral Reef Survey
REEF0223,Gulf of Mannar - Pamban,Gulf of Mannar,9.299763,79.191153,2025-01-16,6,23.6,20,43.5,22.5,23.6,10.5,9,19,133,None,0.0,26.2,13.9,Moderate,Rough,Marine Biologist A,Coral Reef Survey
REEF0224,Gulf of Mannar - Pamban,Gulf of Mannar,9.299393,79.191532,2024-03-20,1,18.5,50,35.7,11.8,52.4,0.1,8,30,273,None,0.0,31.0,16.7,Weak,Calm,Marine Biologist A,Coral Reef Survey
REEF0225,Gulf of Mannar - Pamban,Gulf of Mannar,9.301284,79.194554,2024-03-20,2,16.7,10,20.5,17.2,49.4,12.9,15,31,231,None,0.0,28.3,24.8,Weak,Choppy,Marine Biologist A,Coral Reef Survey
REEF0226,Gulf of Mannar - Pamban,Gulf of Mannar,9.301954,79.20854,2024-03-20,3,11.8,10,32.8,27.2,39.1,1.0,9,17,157,Severe,7.9,31.1,8.2,Weak,Rough,Reef Survey Team,Coral Reef Survey
REEF0227,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.207233,79.199025,2024-07-23,1,3.1,10,36.1,9.7,41.8,12.5,10,26,87,None,0.0,28.9,8.9,Strong,Choppy,Research Diver,Coral Reef Survey
REEF0228,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.203123,79.206841,2024-07-23,2,18.8,20,53.2,10.0,19.0,17.8,9,26,121,None,0.0,26.1,26.6,Weak,Rough,Marine Biologist A,Coral Reef Survey
REEF0229,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.208836,79.203111,2024-07-23,3,8.1,20,30.1,16.7,35.3,18.0,12,31,135,Severe,33.9,27.7,25.8,Weak,Rough,Marine Biologist A,Coral Reef Survey
REEF0230,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.208405,79.19855,2024-07-23,4,11.0,50,52.1,18.2,16.0,13.7,13,18,134,None,0.0,26.9,26.6,Strong,Rough,Reef Survey Team,Coral Reef Survey
REEF0231,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.193916,79.208646,2025-03-26,1,8.5,30,49.4,12.1,32.2,6.4,14,20,293,None,0.0,30.5,20.2,Moderate,Calm,Reef Survey Team,Coral Reef Survey
REEF0232,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.207659,79.196147,2025-03-26,2,18.2,30,50.1,8.8,33.1,8.0,9,28,108,None,0.0,28.1,15.1,Moderate,Calm,Reef Survey Team,Coral Reef Survey
REEF0233,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.203728,79.194317,2025-03-26,3,18.6,30,57.4,19.1,11.2,12.2,8,30,275,Moderate,35.3,27.7,21.5,Weak,Choppy,Coral Specialist,Coral Reef Survey
REEF0234,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.209582,79.20191,2024-04-28,1,18.9,30,37.8,6.5,39.7,16.0,15,24,196,Severe,29.5,26.1,27.0,Weak,Rough,Coral Specialist,Coral Reef Survey
REEF0235,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.193153,79.200285,2024-04-28,2,16.1,50,38.3,13.5,38.8,9.4,11,24,298,None,0.0,28.6,15.9,Weak,Choppy,Research Diver,Coral Reef Survey
REEF0236,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.201324,79.194758,2024-04-28,3,24.8,50,40.0,9.9,40.6,9.5,9,20,83,None,0.0,26.1,23.0,Moderate,Choppy,Marine Biologist A,Coral Reef Survey
REEF0237,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.200959,79.193391,2024-04-28,4,21.0,50,34.8,12.3,36.3,16.6,14,18,116,None,0.0,31.4,21.9,Strong,Rough,Marine Biologist A,Coral Reef Survey
REEF0238,Gulf of Mannar - Keezhakkarai,Gulf of Mannar,9.204816,79.206729,2024-04-28,5,4.2,30,51.0,20.3,27.2,1.4,11,20,96,None,0.0,26.5,24.2,Moderate,Calm,Coral Specialist,Coral Reef Survey
